"","mol_mrna_M1_TF1","mol_mrna_M1_TF2","mol_mrna_M1_TF3","mol_mrna_M1_TF4","mol_mrna_M1_TF5","mol_mrna_M1_TF6","mol_mrna_M1_TF7","mol_mrna_M1_TF8","mol_mrna_M1_TF9","mol_mrna_M1_TF10","mol_mrna_M1_TF11","mol_mrna_M2_TF1","mol_mrna_M2_TF2","mol_mrna_M2_TF3","mol_mrna_M2_TF4","mol_mrna_M3_TF1","mol_mrna_M3_TF2","mol_mrna_M3_TF3","mol_mrna_M3_TF4","mol_mrna_M3_TF5","mol_mrna_M4_TF1","mol_mrna_M4_TF2","mol_mrna_M5_TF1","mol_mrna_M5_TF2","mol_mrna_M5_TF3","mol_mrna_Target1","mol_mrna_Target2","mol_mrna_Target3","mol_mrna_Target4","mol_mrna_Target5","mol_mrna_Target6","mol_mrna_Target7","mol_mrna_Target8","mol_mrna_Target9","mol_mrna_Target10","mol_mrna_Target11","mol_mrna_Target12","mol_mrna_Target13","mol_mrna_Target14","mol_mrna_Target15","mol_mrna_Target16","mol_mrna_Target17","mol_mrna_Target18","mol_mrna_Target19","mol_mrna_Target20","mol_mrna_Target21","mol_mrna_Target22","mol_mrna_Target23","mol_mrna_Target24","mol_mrna_Target25","mol_mrna_Target26","mol_mrna_Target27","mol_mrna_Target28","mol_mrna_Target29","mol_mrna_Target30","mol_mrna_Target31","mol_mrna_Target32","mol_mrna_Target33","mol_mrna_Target34","mol_mrna_Target35","mol_mrna_Target36","mol_mrna_Target37","mol_mrna_Target38","mol_mrna_Target39","mol_mrna_Target40","mol_mrna_Target41","mol_mrna_Target42","mol_mrna_Target43","mol_mrna_Target44","mol_mrna_Target45","mol_mrna_Target46","mol_mrna_Target47","mol_mrna_Target48","mol_mrna_Target49","mol_mrna_Target50","mol_mrna_Target51","mol_mrna_Target52","mol_mrna_Target53","mol_mrna_Target54","mol_mrna_Target55","mol_mrna_Target56","mol_mrna_Target57","mol_mrna_Target58","mol_mrna_Target59","mol_mrna_Target60","mol_mrna_Target61","mol_mrna_Target62","mol_mrna_Target63","mol_mrna_Target64","mol_mrna_Target65","mol_mrna_Target66","mol_mrna_Target67","mol_mrna_Target68","mol_mrna_Target69","mol_mrna_Target70","mol_mrna_Target71","mol_mrna_Target72","mol_mrna_Target73","mol_mrna_Target74","mol_mrna_Target75","mol_mrna_Target76","mol_mrna_Target77","mol_mrna_Target78","mol_mrna_Target79","mol_mrna_Target80","mol_mrna_Target81","mol_mrna_Target82","mol_mrna_Target83","mol_mrna_Target84","mol_mrna_Target85","mol_mrna_Target86","mol_mrna_Target87","mol_mrna_Target88","mol_mrna_Target89","mol_mrna_Target90","mol_mrna_Target91","mol_mrna_Target92","mol_mrna_Target93","mol_mrna_Target94","mol_mrna_Target95","mol_mrna_Target96","mol_mrna_Target97","mol_mrna_Target98","mol_mrna_Target99","mol_mrna_Target100","mol_mrna_Target101","mol_mrna_Target102","mol_mrna_Target103","mol_mrna_Target104","mol_mrna_Target105","mol_mrna_Target106","mol_mrna_Target107","mol_mrna_Target108","mol_mrna_Target109","mol_mrna_Target110","mol_mrna_Target111","mol_mrna_Target112","mol_mrna_Target113","mol_mrna_Target114","mol_mrna_Target115","mol_mrna_Target116","mol_mrna_Target117","mol_mrna_Target118","mol_mrna_Target119","mol_mrna_Target120","mol_mrna_Target121","mol_mrna_Target122","mol_mrna_Target123","mol_mrna_Target124","mol_mrna_Target125","mol_mrna_Target126","mol_mrna_Target127","mol_mrna_Target128","mol_mrna_Target129","mol_mrna_Target130","mol_mrna_Target131","mol_mrna_Target132","mol_mrna_Target133","mol_mrna_Target134","mol_mrna_Target135","mol_mrna_Target136","mol_mrna_Target137","mol_mrna_Target138","mol_mrna_Target139","mol_mrna_Target140","mol_mrna_Target141","mol_mrna_Target142","mol_mrna_Target143","mol_mrna_Target144","mol_mrna_Target145","mol_mrna_Target146","mol_mrna_Target147","mol_mrna_Target148","mol_mrna_Target149","mol_mrna_Target150","mol_mrna_Target151","mol_mrna_Target152","mol_mrna_Target153","mol_mrna_Target154","mol_mrna_Target155","mol_mrna_Target156","mol_mrna_Target157","mol_mrna_Target158","mol_mrna_Target159","mol_mrna_Target160","mol_mrna_Target161","mol_mrna_Target162","mol_mrna_Target163","mol_mrna_Target164","mol_mrna_Target165","mol_mrna_Target166","mol_mrna_Target167","mol_mrna_Target168","mol_mrna_Target169","mol_mrna_Target170","mol_mrna_Target171","mol_mrna_Target172","mol_mrna_Target173","mol_mrna_Target174","mol_mrna_Target175","mol_mrna_Target176","mol_mrna_Target177","mol_mrna_Target178","mol_mrna_Target179","mol_mrna_Target180","mol_mrna_Target181","mol_mrna_Target182","mol_mrna_Target183","mol_mrna_Target184","mol_mrna_Target185","mol_mrna_Target186","mol_mrna_Target187","mol_mrna_Target188","mol_mrna_Target189","mol_mrna_Target190","mol_mrna_Target191","mol_mrna_Target192","mol_mrna_Target193","mol_mrna_Target194","mol_mrna_Target195","mol_mrna_Target196","mol_mrna_Target197","mol_mrna_Target198","mol_mrna_Target199","mol_mrna_Target200","mol_mrna_Target201","mol_mrna_Target202","mol_mrna_Target203","mol_mrna_Target204","mol_mrna_Target205","mol_mrna_Target206","mol_mrna_Target207","mol_mrna_Target208","mol_mrna_Target209","mol_mrna_Target210","mol_mrna_Target211","mol_mrna_Target212","mol_mrna_Target213","mol_mrna_Target214","mol_mrna_Target215","mol_mrna_Target216","mol_mrna_Target217","mol_mrna_Target218","mol_mrna_Target219","mol_mrna_Target220","mol_mrna_Target221","mol_mrna_Target222","mol_mrna_Target223","mol_mrna_Target224","mol_mrna_Target225","mol_mrna_Target226","mol_mrna_Target227","mol_mrna_Target228","mol_mrna_Target229","mol_mrna_Target230","mol_mrna_Target231","mol_mrna_Target232","mol_mrna_Target233","mol_mrna_Target234","mol_mrna_Target235","mol_mrna_Target236","mol_mrna_Target237","mol_mrna_Target238","mol_mrna_Target239","mol_mrna_Target240","mol_mrna_Target241","mol_mrna_Target242","mol_mrna_Target243","mol_mrna_Target244","mol_mrna_Target245","mol_mrna_Target246","mol_mrna_Target247","mol_mrna_Target248","mol_mrna_Target249","mol_mrna_Target250","mol_mrna_Target251","mol_mrna_Target252","mol_mrna_Target253","mol_mrna_Target254","mol_mrna_Target255","mol_mrna_Target256","mol_mrna_Target257","mol_mrna_Target258","mol_mrna_Target259","mol_mrna_Target260","mol_mrna_Target261","mol_mrna_Target262","mol_mrna_Target263","mol_mrna_Target264","mol_mrna_Target265","mol_mrna_Target266","mol_mrna_Target267","mol_mrna_Target268","mol_mrna_Target269","mol_mrna_Target270","mol_mrna_Target271","mol_mrna_Target272","mol_mrna_Target273","mol_mrna_Target274","mol_mrna_Target275","mol_mrna_Target276","mol_mrna_Target277","mol_mrna_Target278","mol_mrna_Target279","mol_mrna_Target280","mol_mrna_Target281","mol_mrna_Target282","mol_mrna_Target283","mol_mrna_Target284","mol_mrna_Target285","mol_mrna_Target286","mol_mrna_Target287","mol_mrna_Target288","mol_mrna_Target289","mol_mrna_Target290","mol_mrna_Target291","mol_mrna_Target292","mol_mrna_Target293","mol_mrna_Target294","mol_mrna_Target295","mol_mrna_Target296","mol_mrna_Target297","mol_mrna_Target298","mol_mrna_Target299","mol_mrna_Target300","mol_mrna_Target301","mol_mrna_Target302","mol_mrna_Target303","mol_mrna_Target304","mol_mrna_Target305","mol_mrna_Target306","mol_mrna_Target307","mol_mrna_Target308","mol_mrna_Target309","mol_mrna_Target310","mol_mrna_Target311","mol_mrna_Target312","mol_mrna_Target313","mol_mrna_Target314","mol_mrna_Target315","mol_mrna_Target316","mol_mrna_Target317","mol_mrna_Target318","mol_mrna_Target319","mol_mrna_Target320","mol_mrna_Target321","mol_mrna_Target322","mol_mrna_Target323","mol_mrna_Target324","mol_mrna_Target325","mol_mrna_Target326","mol_mrna_Target327","mol_mrna_Target328","mol_mrna_Target329","mol_mrna_Target330","mol_mrna_Target331","mol_mrna_Target332","mol_mrna_Target333","mol_mrna_Target334","mol_mrna_Target335","mol_mrna_Target336","mol_mrna_Target337","mol_mrna_Target338","mol_mrna_Target339","mol_mrna_Target340","mol_mrna_Target341","mol_mrna_Target342","mol_mrna_Target343","mol_mrna_Target344","mol_mrna_Target345","mol_mrna_Target346","mol_mrna_Target347","mol_mrna_Target348","mol_mrna_Target349","mol_mrna_Target350","mol_mrna_HK1","mol_mrna_HK2","mol_mrna_HK3","mol_mrna_HK4","mol_mrna_HK5","mol_mrna_HK6","mol_mrna_HK7","mol_mrna_HK8","mol_mrna_HK9","mol_mrna_HK10"
"53",2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,24,23,38,11,38,29,25,12,18,24,15,29,8,2,0,0,23,5,9,0,17,1,1,19,0,7,38,0,9,24,0,32,0,0,25,31,28,15,12,9,19,10,0,44,14,19,29,31,21,34,19,17,5,11,0,12,38,0,16,40,20,23,30,27,40,17,0,29,22,23,13,28,30,0,31,30,21,17,23,33,24,43,0,21,0,26,0,34,0,15,15,29,0,0,32,11,20,20,36,1,1,0,17,17,12,2,14,27,41,27,26,18,24,0,28,19,27,21,16,26,22,18,21,29,12,1,8,29,0,20,22,18,31,1,23,28,0,0,0,14,14,26,6,16,21,14,33,0,13,1,7,2,31,8,13,16,7,1,0,15,21,10,16,10,27,10,19,0,0,16,21,5,0,29,0,0,0,0,7,0,7,7,33,23,18,24,18,16,6,0,26,6,1,18,18,22,29,27,24,23,18,33,13,19,6,3,20,30,22,10,26,9,11,21,5,38,14,24,1,1,23,0,18,15,24,18,13,0,0,26,9,18,23,17,0,32,37,12,8,1,16,19,26,0,42,18,30,12,28,23,22,34,21,0,22,19,41,1,30,2,35,22,23,3,9,25,36,12,0,19,22,1,1,32,22,25,0,2,18,22,31,20,16,9,10,1,11,19,3,32,13,29,0,29,20,26,29,17,30,28,8,11,14,23,15,6,27,12,27,6,7,1,10,19,15,30,24,1,8,14,23,11,7,18,23,5,8,1,24,2,0,0,0,16,0,16,1,4,12,0,0,23,27,1,26,0,0,5,8,19,31,34,18,7,14,14,26,17,31,31,14,0,22,0,31,34,37,27,10,1
"54",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24,44,35,16,33,28,31,7,17,32,11,31,2,5,0,0,17,5,7,3,14,0,0,25,0,15,28,0,8,24,0,44,0,2,29,29,20,10,13,9,14,11,0,48,22,12,25,17,11,36,9,10,3,11,0,15,38,0,31,30,35,31,39,21,46,18,0,29,24,27,10,29,25,0,32,35,19,20,27,44,22,28,0,19,2,22,1,24,0,10,19,18,0,1,21,13,24,9,37,0,0,0,12,30,11,0,16,31,40,20,39,14,31,0,27,15,18,15,19,29,23,17,18,17,18,0,18,22,1,23,21,19,42,0,20,17,0,0,0,12,3,2,8,13,18,12,27,0,20,2,21,5,18,10,6,13,2,8,5,5,23,6,8,20,33,1,24,0,1,6,28,2,0,36,0,0,0,0,14,0,12,9,23,25,17,13,6,11,16,0,7,13,16,20,19,12,21,16,27,16,22,12,6,5,13,3,11,26,6,6,12,4,5,18,15,33,3,19,0,0,18,0,16,10,11,21,30,0,0,24,16,10,3,9,3,30,30,4,14,6,11,26,9,1,23,10,9,6,27,23,10,12,31,0,13,9,38,14,23,20,14,23,26,5,1,25,32,16,0,17,23,0,2,30,25,26,0,0,25,23,28,15,1,16,7,16,24,20,7,19,9,25,13,28,5,18,16,3,27,20,8,41,5,30,25,20,27,7,13,4,3,11,8,11,3,33,7,7,9,19,11,19,3,12,9,9,7,0,21,10,0,4,0,12,0,19,2,3,13,0,1,26,33,2,25,0,0,10,9,8,19,25,18,14,1,14,33,16,30,40,19,0,19,0,23,29,32,53,13,2
"55",0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,13,16,17,2,33,24,24,17,16,22,13,31,0,17,0,0,0,0,1,1,16,0,1,20,1,26,9,4,1,35,1,32,0,0,31,18,23,20,9,11,14,17,0,36,17,20,28,26,27,33,20,18,3,9,0,17,26,0,21,31,31,15,26,24,38,13,0,29,26,19,5,23,26,1,27,37,18,26,17,33,23,47,0,20,1,23,1,30,0,21,18,21,0,1,29,17,26,8,30,2,5,0,20,32,14,1,25,43,35,30,26,19,27,1,33,14,14,17,20,40,19,20,12,28,11,0,15,25,1,18,30,22,27,0,27,30,0,0,5,3,0,0,0,10,24,16,40,1,7,19,33,16,2,4,2,1,0,13,13,0,17,0,3,7,27,0,25,0,2,0,14,0,0,30,0,0,0,0,9,0,19,11,12,15,15,5,0,5,28,0,0,23,33,2,13,2,9,20,3,5,15,3,7,0,29,11,24,25,2,3,2,0,0,3,26,31,0,6,0,1,23,3,25,12,14,33,22,1,0,24,20,1,0,1,24,7,6,0,13,22,0,13,3,11,8,0,0,3,5,8,4,1,16,1,5,2,28,20,2,22,3,4,10,11,0,10,8,9,0,22,18,1,0,27,26,30,0,0,16,5,19,1,0,22,2,23,24,12,21,5,2,11,22,6,0,0,4,0,25,28,8,36,0,39,16,24,23,2,1,0,2,28,0,0,0,11,3,12,0,1,0,1,0,6,0,18,4,1,23,19,0,1,0,3,0,16,1,0,7,0,24,27,27,0,8,0,1,10,9,1,24,15,3,11,2,3,38,15,15,23,22,0,19,0,26,28,36,41,12,6
"56",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,26,39,41,15,34,26,33,7,15,35,12,27,1,8,0,0,13,3,7,4,21,0,1,24,0,14,26,1,8,28,0,44,0,1,22,29,22,15,14,8,17,14,0,41,19,13,22,18,13,41,15,11,4,9,0,17,43,1,33,21,34,35,37,22,46,16,0,30,24,31,8,28,31,0,37,41,18,19,25,43,22,31,0,22,1,21,1,29,0,15,21,21,0,1,18,11,23,10,36,0,1,0,15,34,13,0,15,29,43,20,35,20,33,0,20,18,18,18,19,24,22,15,13,14,20,0,21,17,0,22,15,22,43,0,23,19,0,0,0,10,2,2,5,11,17,14,32,0,26,4,22,9,17,11,5,12,3,8,6,4,26,7,8,17,30,1,23,0,1,6,22,0,0,38,0,0,0,0,20,0,12,14,16,24,14,13,4,10,20,0,4,11,26,17,20,13,21,21,20,10,18,11,8,4,13,5,11,29,3,4,9,3,1,11,17,32,3,19,0,0,20,0,16,12,20,25,26,0,0,26,16,11,2,7,1,27,24,5,16,6,10,25,9,1,19,7,8,9,29,21,5,8,30,0,11,10,38,15,20,29,11,18,18,6,1,27,30,17,0,17,17,0,2,36,32,24,1,0,21,18,24,8,0,22,5,20,17,20,10,18,7,21,14,25,5,18,16,3,20,22,5,39,4,30,27,25,27,4,15,2,5,24,6,11,3,32,7,5,7,16,10,12,1,11,10,14,10,0,18,10,0,2,0,12,0,22,2,2,15,0,3,29,34,0,20,0,0,6,11,6,21,21,20,7,1,17,37,13,27,34,20,0,23,0,28,32,24,46,16,4
"57",0,0,0,0,0,0,0,0,0,0,0,27,8,24,8,0,0,0,0,0,2,3,21,9,19,4,4,0,14,0,12,0,0,0,17,3,6,29,2,11,33,0,20,0,1,8,6,0,8,2,10,28,0,0,1,0,3,17,22,4,4,11,14,20,7,4,5,23,3,22,8,1,20,4,5,17,15,2,2,8,2,17,1,1,1,11,22,6,7,27,5,0,0,1,32,2,13,17,0,31,2,24,3,26,0,8,2,9,21,2,0,3,2,1,13,11,7,2,0,3,10,10,3,2,5,5,10,2,33,11,15,0,2,0,6,2,18,1,17,11,14,1,15,15,1,2,3,2,0,21,22,16,14,30,0,0,0,0,12,31,19,0,0,0,20,23,34,0,0,0,0,0,17,22,0,2,0,0,0,22,0,28,5,13,0,0,0,16,2,24,35,11,19,15,5,14,11,0,1,3,0,0,0,24,11,0,13,32,0,0,0,0,2,0,0,2,0,0,0,31,25,2,3,0,0,0,0,0,0,27,3,0,0,27,14,1,49,9,0,0,3,1,6,16,1,0,0,0,0,21,0,0,0,15,24,0,3,0,12,0,0,0,1,0,0,0,0,0,15,0,0,0,25,0,27,0,0,0,9,0,0,0,0,20,17,21,2,1,20,17,14,1,1,19,0,0,0,0,23,0,13,29,8,11,0,0,0,20,0,0,0,0,0,19,22,8,35,0,37,16,32,33,0,0,0,0,29,0,0,0,0,0,25,0,0,0,0,0,1,0,27,0,1,29,23,26,9,5,1,15,1,8,0,0,8,29,1,32,1,0,25,13,20,19,0,12,1,0,2,14,0,39,0,7,16,18,0,18,0,30,26,38,46,14,1
"58",0,0,0,0,0,0,0,0,0,0,0,3,7,1,4,14,25,24,3,13,32,24,20,9,30,14,33,0,8,0,0,1,0,4,1,15,0,3,21,2,19,7,1,2,28,0,23,0,3,23,26,33,12,8,12,27,18,0,35,17,22,33,28,23,35,16,14,6,13,0,21,21,0,25,36,32,20,43,24,33,14,1,29,21,19,10,18,28,0,23,33,25,20,21,45,22,45,0,19,1,19,0,30,0,14,18,19,0,1,29,12,22,16,36,0,7,0,18,26,21,0,18,31,36,26,32,20,18,1,27,26,17,18,19,27,18,24,20,20,16,1,15,24,0,24,23,21,28,0,26,31,3,0,6,0,0,0,1,12,30,13,26,1,9,12,19,9,1,4,0,3,0,18,15,0,22,1,3,12,25,0,28,0,2,0,20,0,0,32,0,2,1,0,13,1,16,21,13,11,8,5,1,2,40,0,0,20,36,7,5,8,5,27,5,2,14,3,5,0,37,14,19,22,0,0,3,0,0,4,24,24,1,10,1,1,16,3,21,15,18,20,24,0,2,31,15,0,0,0,15,7,2,0,17,24,1,7,2,10,2,0,1,3,1,2,0,0,17,5,6,0,28,27,3,33,3,6,2,19,0,14,6,11,0,12,22,0,2,27,22,32,0,0,20,9,19,1,1,12,2,21,29,28,22,2,1,15,25,10,0,3,4,0,20,12,4,35,0,33,25,28,28,3,3,0,5,32,0,0,0,19,5,17,0,1,1,4,0,4,0,28,0,0,19,19,0,0,0,11,0,9,6,0,5,0,27,31,35,0,6,1,1,8,21,1,16,23,9,10,3,9,34,10,18,28,25,0,23,0,17,22,44,39,20,1
"59",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,31,11,35,30,20,19,21,37,8,28,2,6,0,0,19,8,7,0,27,2,2,15,0,6,22,1,6,33,0,40,0,0,22,30,24,19,11,14,17,19,0,29,12,17,40,26,19,40,15,15,8,11,0,20,32,1,23,25,19,21,33,27,38,10,0,30,24,26,15,27,26,0,34,27,12,20,25,40,23,40,2,15,3,16,1,27,0,14,24,20,0,1,14,10,35,9,36,0,0,0,22,23,17,1,18,24,28,31,26,31,30,0,37,22,15,9,18,35,23,29,13,15,15,0,14,18,0,18,20,12,36,0,29,30,0,0,0,15,2,5,7,13,26,11,33,0,12,0,20,4,13,12,12,11,5,9,1,8,24,5,10,19,22,3,27,0,0,8,17,0,0,33,1,0,0,0,13,7,14,9,26,25,19,21,12,26,11,0,19,11,6,9,22,16,24,21,20,22,13,10,8,6,16,6,13,24,4,5,13,6,8,14,16,20,6,27,0,2,24,4,22,21,21,15,19,0,1,24,19,12,9,13,1,42,34,8,10,5,12,16,16,1,35,13,24,16,18,27,17,24,25,0,21,14,36,10,26,3,24,22,18,6,3,32,19,19,0,14,15,1,2,31,16,15,2,0,17,33,22,8,2,15,5,8,24,22,10,23,16,31,9,35,2,11,26,7,38,24,6,26,7,28,15,20,33,10,22,3,2,15,2,5,4,31,10,4,10,11,8,11,6,19,16,5,12,0,28,6,0,4,0,15,5,13,3,4,13,0,0,32,21,0,21,0,0,18,14,14,19,30,16,12,5,16,36,16,23,24,38,0,17,0,29,25,33,44,14,2
"60",0,7,4,2,1,1,0,0,2,2,0,0,0,0,0,22,38,28,7,24,31,18,9,17,10,13,32,11,0,0,1,40,11,11,1,32,3,7,13,0,2,36,16,23,23,0,19,1,1,22,23,10,11,9,8,18,13,0,23,15,15,34,27,24,30,16,16,9,11,3,14,40,16,17,25,21,34,20,24,30,11,8,17,25,22,11,24,22,1,37,27,16,19,25,34,18,30,2,13,18,28,4,23,1,13,16,16,1,13,14,9,23,14,25,10,0,1,13,12,13,1,17,33,40,20,25,22,28,6,22,24,10,15,13,26,24,21,13,17,10,1,13,34,3,13,21,18,20,0,24,12,0,0,1,17,9,32,12,3,20,5,26,0,26,0,0,0,21,5,16,18,17,0,0,13,19,25,24,21,7,21,3,0,0,25,24,5,0,39,0,1,0,0,15,8,5,0,32,29,15,15,16,16,2,0,20,0,0,17,28,21,29,37,25,22,18,33,15,17,5,0,13,26,9,9,24,12,11,19,5,32,18,28,1,2,25,16,20,14,17,22,19,0,3,20,8,24,27,20,1,34,32,14,1,0,23,20,18,0,42,35,32,20,19,27,19,39,23,0,13,18,35,0,34,1,45,23,24,4,19,35,39,22,0,15,19,1,5,20,26,19,3,3,17,22,18,18,36,2,15,0,11,24,2,34,31,27,0,40,28,19,19,24,20,22,16,1,27,6,5,2,15,10,22,9,9,0,17,23,10,37,21,1,32,19,23,17,18,19,15,2,9,10,19,1,0,26,0,7,17,2,2,10,15,0,1,23,27,1,20,0,0,11,6,17,15,28,16,6,12,28,24,25,16,15,25,0,24,0,33,32,24,42,13,4
"61",0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,17,44,26,7,32,25,16,14,16,28,15,30,4,3,0,0,27,9,11,3,25,1,2,10,0,8,25,4,7,31,0,34,1,2,32,23,20,15,11,9,20,17,0,38,11,14,42,20,14,36,25,23,5,11,1,17,26,2,18,31,16,25,34,30,32,10,0,26,25,15,14,31,23,0,40,30,12,20,21,40,29,39,2,18,5,18,1,29,0,20,23,19,0,0,20,11,19,13,37,0,0,1,26,27,16,1,17,36,34,24,27,27,26,1,33,17,19,14,13,28,23,19,12,23,8,0,18,23,0,12,15,17,40,0,28,31,0,0,0,13,4,11,9,9,33,18,30,0,16,0,8,0,17,8,11,14,5,4,0,17,22,8,19,16,26,6,14,0,0,16,21,4,0,32,1,0,0,0,19,9,8,9,34,26,20,25,10,16,7,0,25,2,2,15,22,16,28,25,28,28,19,26,15,8,12,4,16,17,7,11,23,7,8,20,18,23,6,26,0,2,27,6,25,22,25,18,18,0,1,33,18,20,15,18,0,41,28,16,4,0,18,15,23,1,37,17,30,17,22,31,10,22,27,0,20,17,37,6,29,0,35,20,19,3,11,26,31,21,0,16,20,1,5,34,15,13,0,1,17,34,25,10,8,14,10,4,19,29,14,18,24,28,3,28,6,16,21,7,29,20,5,21,11,22,14,13,23,11,23,4,7,2,2,14,8,29,18,6,16,11,13,15,8,20,13,6,16,0,29,1,0,8,0,18,9,11,4,7,13,0,1,31,27,0,13,0,1,15,12,20,13,29,21,8,8,24,37,21,20,26,35,0,21,0,27,28,32,43,10,5
"62",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,34,42,15,32,18,36,18,14,26,24,27,6,8,0,0,10,6,8,0,16,0,7,13,0,14,25,1,15,31,0,25,0,0,33,22,21,11,10,14,17,13,0,38,17,25,29,22,20,36,21,16,3,9,0,25,35,0,17,30,23,23,28,29,30,20,0,34,22,24,9,25,24,0,19,31,25,22,23,40,32,43,0,25,1,24,0,20,0,13,13,20,0,2,27,17,18,19,30,1,1,0,21,23,14,1,16,26,28,19,29,15,25,1,21,23,16,20,12,41,21,20,14,25,15,1,18,24,0,19,11,24,31,0,15,23,0,0,0,14,8,12,7,16,20,15,37,0,19,3,13,2,20,11,13,11,4,6,3,4,14,7,18,16,29,2,38,0,1,5,23,3,0,33,0,0,0,0,17,0,13,18,30,18,18,17,11,16,11,0,10,5,8,12,25,15,35,28,21,29,24,20,8,10,5,2,17,27,4,10,23,9,7,18,17,31,7,26,1,1,26,1,24,23,21,20,18,1,0,28,12,17,8,12,1,33,24,7,7,3,14,22,20,0,27,6,16,12,25,22,20,16,26,0,25,13,49,7,29,6,20,19,25,7,2,28,29,11,0,18,28,0,0,38,22,28,0,0,16,21,28,9,10,17,8,7,25,19,11,25,12,29,5,33,13,20,24,5,37,26,8,19,7,25,17,19,26,11,24,1,7,14,4,7,7,30,12,5,4,9,9,7,3,19,10,5,8,1,26,2,0,0,0,13,0,13,1,3,9,0,4,19,31,0,23,0,1,5,10,9,11,26,21,7,10,16,39,27,20,27,25,0,29,0,29,22,26,29,14,5
"63",0,0,0,0,0,0,0,0,0,0,0,4,9,4,7,7,7,15,0,20,24,24,17,14,22,9,24,0,15,0,0,0,0,0,4,20,0,2,22,2,32,6,5,0,32,0,42,0,2,34,33,32,14,10,9,21,15,0,33,20,25,28,39,22,34,22,21,4,7,0,19,28,0,18,31,32,22,25,27,40,12,0,26,28,15,6,27,31,0,30,33,18,23,21,36,12,41,0,13,0,31,0,36,0,13,16,25,0,1,22,10,35,12,33,3,10,0,12,35,13,0,21,34,41,28,26,26,22,2,22,21,16,13,15,33,17,17,13,28,9,2,10,31,2,16,30,16,27,0,26,30,1,2,7,0,0,0,0,17,27,18,40,1,6,16,30,12,2,6,0,0,0,26,14,0,17,0,2,4,22,0,19,1,4,0,10,0,0,28,0,0,1,0,10,0,14,15,10,11,16,1,0,4,23,0,0,19,40,2,6,1,3,15,0,0,16,2,5,0,33,13,17,18,1,2,1,0,0,0,23,27,0,4,0,1,24,2,27,13,15,28,23,0,0,31,15,0,0,0,22,4,3,0,8,28,0,10,2,15,3,0,0,3,0,4,2,1,13,3,6,1,28,18,0,28,3,2,7,12,0,14,7,4,0,15,21,1,0,16,18,18,0,0,21,3,7,1,0,27,3,26,34,28,23,2,2,10,23,3,0,0,1,0,37,25,5,34,1,26,28,30,29,0,0,0,3,31,0,0,0,9,1,17,0,0,0,1,0,6,0,22,4,0,21,19,1,1,0,6,0,17,2,0,7,0,25,31,29,0,2,0,1,16,14,1,28,16,1,9,1,1,51,10,21,21,22,0,22,0,29,26,34,42,13,6
"64",0,0,0,0,0,0,0,0,0,0,0,10,8,19,9,3,1,4,0,1,21,25,19,15,26,11,28,0,23,0,0,0,0,0,3,11,3,7,9,1,45,2,15,1,33,0,33,0,3,25,43,21,8,12,12,24,19,0,36,17,28,31,30,19,28,27,25,4,7,1,15,18,0,19,35,26,27,19,21,37,7,2,29,36,30,15,21,27,0,33,36,21,14,21,33,21,33,1,22,1,12,0,34,0,13,17,27,0,3,22,9,28,11,23,7,17,0,19,18,2,1,30,24,38,20,32,23,17,9,23,20,9,20,14,32,21,17,12,21,13,3,18,18,4,13,19,16,16,0,30,25,18,17,4,0,0,0,0,21,25,11,16,0,2,16,29,15,1,3,0,0,0,35,28,0,7,0,0,0,13,0,34,0,8,0,4,0,1,35,0,4,1,0,14,0,18,19,1,8,10,0,0,0,24,2,0,19,43,3,3,1,0,11,0,0,13,1,0,0,35,17,13,19,0,0,1,0,0,0,30,22,0,1,0,2,14,8,26,14,20,20,27,0,2,37,16,0,0,0,13,2,0,0,19,24,0,10,2,10,0,0,0,1,0,0,0,0,3,6,3,1,24,28,0,27,0,0,2,9,0,8,3,3,13,17,13,2,0,31,28,26,0,0,11,2,4,0,0,26,0,23,29,32,20,1,0,9,17,2,0,0,1,0,35,22,7,48,0,28,23,35,24,0,0,0,0,37,0,0,0,5,1,21,0,0,0,0,0,2,0,21,2,0,27,26,6,5,0,7,0,22,2,0,5,0,25,34,33,0,1,17,2,14,21,0,35,4,1,9,2,0,41,9,25,23,22,0,28,0,25,34,24,29,18,5
