"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell79",0,0,0,0,0,0,0,0,0,0,0,12,5,9,8,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,14,0,0,0,15,0,5,12,0,13,11,0,7,0,0,15,0,0,11,0,0,4,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,14,0,11,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,8,0,0,0,0,0,6,0,0,12,0,17,0,6,0,15,0,3,0,20,14,0,0,0,0,0,10,8,8,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,9,0,0,7,0,0,0,0,4,0,10,10,15,12,0,0,0,0,2,11,5,0,5,0,1,13,12,0,0,0,0,0,14,8,0,0,0,0,0,9,0,5,8,6,0,0,0,9,0,27,13,7,7,11,3,6,8,0,0,0,0,0,0,10,10,0,9,11,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,9,0,0,0,14,11,0,10,0,0,0,0,0,12,7,0,0,0,0,0,17,0,0,0,6,16,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,6,0,0,0,9,0,0,0,0,11,1,0,20,11,0,0,0,5,16,0,0,0,0,0,7,0,10,15,0,9,0,0,0,19,0,0,0,0,0,13,14,5,2,13,14,12,7,15,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,9,0,13,10,9,12,0,5,0,15,0,0,3,19,0,13,5,0,10,16,3,9,0,0,0,0,0,11,0,0,0,2,5,16,0,7,0,14,16,11,24,8,2
"cell80",0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,3,4,1,4,11,13,7,11,4,7,10,0,10,0,0,2,0,0,0,11,1,0,5,1,23,7,3,2,16,0,13,0,0,19,12,13,5,2,4,18,9,0,26,13,9,28,18,4,21,7,6,1,7,0,10,16,0,16,22,8,15,8,13,27,4,0,19,21,8,12,9,14,0,16,12,11,4,15,20,7,25,0,7,1,9,0,13,0,6,11,14,1,0,12,5,15,4,19,2,6,0,11,4,4,0,9,17,17,14,6,4,9,0,10,5,4,4,7,16,18,12,7,12,8,0,6,22,1,7,14,11,11,0,8,10,2,0,2,0,0,0,0,6,17,10,15,0,0,6,13,8,0,3,0,1,0,21,6,0,10,0,0,0,13,0,15,0,3,0,1,0,0,19,1,3,0,0,2,0,4,3,4,13,8,1,0,2,13,0,0,6,10,3,1,0,1,7,0,0,9,0,0,1,19,12,8,7,0,0,0,0,0,0,9,15,1,2,1,0,24,0,16,6,10,8,13,0,0,11,10,0,0,0,11,2,1,0,15,12,0,9,0,6,4,0,0,0,4,1,3,0,8,0,4,0,14,15,0,9,0,1,2,14,0,6,2,4,2,16,14,0,0,14,8,8,0,0,2,2,4,1,0,13,0,11,15,11,3,0,2,4,10,5,0,0,0,0,11,12,0,15,2,26,11,17,19,0,2,0,0,9,0,0,0,7,0,4,0,2,0,1,0,0,0,11,0,0,13,9,0,1,0,2,0,7,2,0,3,0,10,18,12,0,2,1,0,7,11,0,17,8,9,3,5,0,17,2,5,5,17,0,8,0,20,15,14,16,5,1
"cell81",2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,20,63,41,16,46,32,27,10,15,41,13,46,16,4,0,0,39,6,9,0,21,0,2,35,0,14,28,1,25,60,0,29,0,1,29,25,31,8,16,21,32,35,0,40,15,17,26,33,26,33,17,17,4,16,0,18,23,0,33,50,34,39,34,33,54,26,2,42,24,33,12,30,38,0,27,35,16,28,23,50,30,35,0,29,0,29,1,35,0,18,25,15,0,1,22,20,24,21,33,0,0,0,32,24,5,0,36,34,26,33,23,24,31,1,41,10,16,22,17,40,23,37,31,26,25,1,25,30,0,20,47,38,40,0,26,56,0,0,0,18,5,17,21,3,40,12,40,0,10,0,3,4,30,18,15,32,18,0,0,25,27,24,33,14,11,16,7,0,0,20,40,9,0,36,0,0,0,0,18,0,7,3,31,29,15,25,7,19,7,2,17,1,0,31,18,19,37,29,25,47,24,30,17,13,13,2,25,26,19,6,33,11,11,33,9,35,5,23,0,3,22,0,32,15,13,44,25,0,0,56,20,11,19,21,0,53,27,2,12,0,21,25,25,0,50,19,41,26,36,30,20,28,17,4,16,20,32,8,16,3,66,10,29,4,19,29,28,14,0,13,28,0,3,18,25,40,0,0,47,43,19,11,17,10,3,7,11,52,6,30,24,20,0,39,17,20,29,14,29,31,19,10,15,18,7,6,29,16,33,3,3,0,9,12,12,30,23,0,25,16,29,14,7,31,7,1,24,2,30,5,0,0,0,24,0,25,0,14,9,0,0,27,29,0,16,0,0,19,22,31,16,32,22,21,9,31,48,38,27,26,26,0,29,0,26,42,43,36,15,1
"cell82",38,42,31,24,16,35,17,23,28,41,17,0,0,0,0,22,38,20,8,30,8,12,0,0,0,24,41,20,1,0,0,47,20,16,0,32,1,4,30,0,1,45,1,9,31,0,42,2,1,23,34,34,8,10,16,26,18,0,45,24,18,45,29,25,27,16,13,8,10,0,24,29,0,23,21,24,19,33,39,43,17,0,39,30,18,24,23,32,0,32,39,22,35,18,47,25,54,0,20,0,33,0,39,0,9,21,37,0,2,7,10,30,21,46,1,0,0,30,31,17,0,20,46,59,40,39,16,31,1,21,26,21,19,15,61,26,14,6,17,17,0,31,30,0,23,16,26,50,0,37,25,0,0,0,9,12,17,25,0,0,0,32,0,19,0,0,0,30,15,17,12,6,0,0,16,31,25,16,37,0,14,0,0,0,21,31,22,0,48,0,0,0,0,9,0,1,0,38,26,24,30,22,20,5,0,49,0,0,18,17,23,22,26,48,28,28,33,22,19,1,0,20,31,27,10,25,13,14,26,0,33,17,29,0,0,45,0,27,24,16,28,29,0,0,30,23,26,27,29,0,35,57,20,0,0,23,25,27,0,34,34,31,14,13,29,16,21,25,0,19,26,53,0,50,0,58,22,10,4,18,33,46,18,0,0,0,24,28,0,0,0,15,30,0,21,18,25,26,0,27,5,7,29,2,44,32,20,0,41,19,22,23,23,0,0,21,0,26,0,0,0,0,10,28,19,21,0,13,19,23,71,23,2,17,14,24,33,3,11,15,0,12,40,0,0,0,0,0,7,0,23,6,26,12,0,0,40,23,0,18,0,1,9,2,32,19,28,9,15,39,33,34,23,26,30,29,0,22,0,24,21,39,44,13,1
"cell83",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,36,16,12,24,28,20,15,6,16,5,17,14,2,0,0,43,6,9,0,13,7,9,9,0,4,17,7,13,30,0,16,1,0,20,27,27,10,10,6,13,22,0,30,12,18,24,14,18,20,13,17,6,11,0,7,13,5,14,35,29,22,13,23,28,20,5,14,21,13,14,13,17,0,11,32,28,7,14,31,19,41,1,12,4,20,2,14,2,4,8,13,0,5,21,13,23,7,28,5,0,1,13,10,5,0,11,17,22,15,21,21,22,2,14,14,15,12,12,18,17,16,16,10,9,2,10,16,1,13,9,13,26,0,9,16,0,0,0,10,11,15,2,1,26,8,16,0,9,0,0,0,23,12,10,14,4,3,0,14,22,13,22,17,8,8,2,0,0,16,20,12,0,24,0,0,0,0,2,3,12,5,19,28,19,26,16,24,5,0,17,3,3,15,12,23,15,12,28,15,14,25,13,8,0,0,15,19,6,15,22,9,6,9,1,34,12,30,0,2,17,8,15,9,8,16,17,0,0,21,15,26,16,13,2,29,16,5,7,0,9,11,27,0,19,13,17,7,20,21,14,22,22,0,8,9,25,0,22,0,21,15,17,3,8,28,20,13,0,11,14,3,3,19,10,8,0,2,6,21,11,14,25,5,9,0,5,9,5,13,13,18,0,29,12,20,12,16,6,13,7,1,19,14,12,4,16,8,7,6,1,0,2,16,7,18,19,0,17,16,16,9,10,13,12,1,7,6,18,0,0,12,0,5,13,0,0,3,18,0,0,22,18,0,26,0,0,6,3,14,11,27,8,4,7,12,19,17,18,11,17,0,31,0,14,23,11,40,12,3
"cell84",62,66,38,58,21,29,29,33,32,53,28,0,0,0,0,38,81,68,28,74,48,25,11,9,5,23,41,47,3,0,0,87,47,27,0,25,0,4,47,0,16,53,1,44,48,0,56,3,0,51,57,44,35,18,28,34,20,0,76,49,25,70,39,27,60,32,13,3,32,0,27,46,0,26,54,33,40,33,45,104,31,0,61,69,16,15,43,64,0,46,53,44,40,28,65,38,66,0,42,2,48,0,63,0,35,23,39,0,0,59,28,48,23,60,3,0,0,37,39,37,0,62,48,45,52,56,29,48,6,66,52,44,26,20,73,61,27,22,27,25,3,33,54,0,20,56,37,82,0,41,34,0,0,3,18,39,44,15,0,4,0,48,0,16,0,7,1,49,23,38,30,37,0,0,37,38,37,44,37,4,29,0,0,0,47,55,11,0,60,0,0,0,0,27,0,12,0,74,51,29,31,40,40,6,0,50,0,0,40,43,25,45,78,56,56,32,87,13,58,7,0,27,77,28,27,30,8,23,44,0,58,30,46,1,0,63,1,46,29,26,40,33,0,0,33,61,63,48,41,0,64,47,12,7,0,39,42,42,0,70,35,34,38,29,76,37,74,58,0,16,50,83,0,51,3,59,41,42,0,22,61,57,47,0,13,3,67,64,6,15,4,15,21,9,39,44,45,45,0,34,0,4,74,2,52,55,64,0,71,62,38,23,21,0,0,40,0,41,0,0,0,0,47,48,13,22,0,27,43,26,58,34,0,38,49,44,28,16,39,29,0,50,55,16,0,0,0,0,13,0,41,5,28,44,0,0,68,40,3,34,0,0,26,5,56,27,43,31,13,65,40,60,57,37,76,47,0,33,0,47,54,57,81,39,1
"cell85",14,14,15,4,8,18,19,5,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,0,21,18,4,5,5,9,10,13,4,0,6,11,18,10,0,8,0,1,16,0,12,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,24,0,15,0,13,9,0,0,0,0,0,0,0,0,17,0,0,5,0,14,0,12,13,0,0,0,0,2,0,0,13,0,12,7,9,0,10,0,0,0,2,13,0,0,0,0,0,11,0,12,0,0,0,7,0,16,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,7,0,10,0,0,0,0,4,17,4,3,0,0,11,7,9,10,0,0,0,0,1,3,2,16,5,3,6,5,9,17,0,0,9,7,7,9,4,7,8,1,0,0,6,17,3,5,6,13,8,4,4,10,3,5,2,15,11,16,4,7,10,7,0,10,4,2,13,12,16,12,22,21,7,6,11,11,7,5,1,11,13,5,7,10,2,4,16,7,16,4,10,17,9,0,15,0,0,9,0,0,10,14,0,0,16,15,16,0,28,10,11,3,0,8,13,2,1,15,16,13,11,17,15,15,15,13,0,8,9,14,0,9,3,13,9,8,0,13,16,22,0,1,0,0,10,11,0,0,0,13,10,0,13,13,10,19,2,14,7,6,17,4,21,18,13,0,17,8,14,12,13,0,7,7,0,13,0,0,0,0,4,13,1,7,0,7,5,9,19,6,1,12,5,11,18,2,5,12,2,9,10,0,1,0,11,1,4,5,0,17,7,2,9,0,0,23,9,5,0,0,5,6,9,10,20,4,0,16,19,0,13,0,0,7,0,23,0,12,10,14,17,6,1
"cell86",0,0,0,0,0,0,0,0,0,0,0,11,5,9,8,0,0,0,0,0,0,0,7,0,11,3,0,0,6,0,17,0,0,0,12,0,14,13,0,10,30,0,12,0,1,15,1,0,8,1,7,12,0,0,0,0,0,16,9,0,0,1,5,6,0,0,4,8,0,14,6,0,15,0,1,9,1,0,2,1,0,11,0,0,1,2,17,2,5,7,0,0,0,3,19,0,0,14,0,19,0,8,1,15,0,1,0,15,8,0,0,0,2,2,10,6,6,0,0,0,15,0,0,1,6,1,2,0,9,6,5,0,0,0,2,2,2,4,0,1,10,1,4,11,0,0,0,0,5,14,8,27,9,16,0,0,0,0,6,30,10,2,4,0,13,13,17,0,0,0,0,0,9,7,0,0,0,0,0,18,0,10,5,6,0,0,0,4,0,14,25,1,6,5,7,5,1,0,0,0,0,0,0,17,11,0,3,22,0,0,0,0,0,0,0,0,0,0,0,21,33,0,1,0,0,0,0,0,0,18,1,0,0,10,13,0,16,6,1,0,0,0,6,9,1,0,0,0,0,10,0,0,0,11,9,0,1,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,7,0,0,1,3,0,0,0,0,8,7,0,4,7,0,1,5,9,2,11,0,0,0,0,11,0,4,10,3,13,0,0,0,17,0,0,0,0,0,8,5,4,23,0,21,10,16,31,0,0,0,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,13,5,9,9,15,10,0,7,0,12,0,0,14,7,0,14,10,0,12,10,7,18,0,14,0,0,3,17,0,4,1,4,22,10,0,14,0,15,17,19,18,13,1
"cell87",13,9,11,7,2,7,5,5,5,4,0,0,0,0,0,12,18,13,8,9,13,9,4,3,12,12,27,1,0,0,2,31,11,11,2,12,7,21,10,0,4,19,19,5,7,0,5,0,5,16,19,11,5,4,7,10,9,0,31,9,9,10,11,15,9,7,6,5,12,1,11,13,11,8,17,12,15,3,19,11,3,10,7,21,13,8,7,3,4,13,12,1,5,12,19,14,20,1,3,11,10,7,11,2,1,12,10,0,1,4,12,6,0,13,11,0,1,11,4,5,2,8,17,25,15,11,10,16,7,12,10,5,6,2,17,10,5,9,10,11,4,5,17,0,13,8,1,10,0,16,7,1,0,1,5,13,8,12,0,9,0,13,0,18,0,1,2,10,3,3,10,16,0,0,6,12,4,10,15,1,15,1,0,0,14,11,8,0,20,0,0,0,0,3,6,1,2,13,13,18,24,15,6,5,0,23,2,0,17,14,8,13,13,14,10,11,20,12,15,0,0,2,14,7,4,11,14,6,23,0,22,10,20,1,3,13,8,6,9,15,7,11,0,2,12,2,18,12,17,0,19,18,4,2,0,9,15,11,0,27,15,12,14,15,20,10,8,23,0,8,4,34,0,27,0,10,12,15,3,11,19,20,11,0,6,4,3,4,13,12,4,0,2,11,23,9,8,24,3,14,2,5,12,0,24,25,24,0,23,8,18,13,12,0,6,10,0,17,0,1,0,0,5,9,5,2,0,11,14,7,16,4,1,9,13,11,11,7,5,14,0,14,8,17,0,0,14,0,0,6,0,2,5,6,0,0,6,14,2,11,0,0,9,2,17,16,20,4,3,25,17,4,15,9,9,11,0,25,0,11,13,23,21,10,0
"cell88",0,0,0,0,0,0,0,0,0,0,0,12,7,4,0,0,0,0,0,0,0,0,2,2,3,2,0,0,5,0,16,0,0,0,12,0,13,11,0,6,19,0,13,0,0,15,0,0,9,0,3,5,0,0,0,0,0,17,6,1,0,2,1,8,0,0,0,9,0,12,0,0,12,0,1,4,0,0,0,0,0,13,1,0,0,0,11,0,16,14,0,0,0,0,7,0,0,19,0,19,2,16,0,9,0,0,0,15,8,4,0,0,0,0,12,3,5,0,0,0,15,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,9,0,0,1,8,0,0,17,0,0,0,0,5,12,20,19,4,10,0,0,0,0,2,12,16,0,4,0,11,15,14,0,0,0,0,0,7,15,0,0,0,0,0,12,0,14,5,3,0,0,0,7,0,20,26,8,7,15,10,6,6,0,0,0,0,0,0,9,5,0,7,16,0,0,0,0,2,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,21,2,0,0,8,15,0,20,0,0,0,0,0,24,19,0,0,0,0,0,14,0,0,0,10,16,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,1,17,0,21,0,0,0,4,0,0,0,0,15,0,0,17,7,3,0,0,10,7,1,0,0,0,0,15,0,12,14,3,11,0,0,0,15,0,0,0,0,0,8,9,1,7,6,17,11,11,14,0,0,0,0,24,0,0,0,1,0,10,0,0,0,0,0,0,0,6,0,11,2,14,7,9,15,1,5,0,12,0,0,10,24,0,16,12,0,10,12,15,2,0,9,0,0,0,17,0,0,0,0,16,9,0,6,0,18,11,22,25,6,1
"cell89",8,2,6,3,2,0,0,0,2,2,4,0,0,0,0,21,15,16,10,16,9,16,4,4,13,13,26,13,0,0,2,23,12,13,1,10,1,11,6,0,2,21,2,8,16,0,16,4,1,17,16,14,3,4,7,13,9,0,29,19,14,22,12,17,16,17,11,2,14,0,9,19,3,8,19,13,20,7,19,22,6,1,16,16,12,12,22,19,0,14,18,12,7,8,21,10,17,2,12,4,20,0,5,0,15,25,7,0,1,16,16,16,9,9,0,0,0,8,8,14,0,13,24,16,11,13,17,14,3,7,18,6,13,4,27,24,15,8,18,11,2,9,26,0,8,21,15,39,0,10,16,0,0,0,12,6,9,14,1,15,2,21,0,19,0,2,1,17,12,5,12,5,0,0,15,10,10,15,6,0,14,1,0,0,9,20,11,0,24,2,3,0,0,12,10,0,0,18,16,14,16,16,19,0,0,31,1,0,16,13,10,18,20,14,18,20,24,20,11,3,0,13,16,11,6,20,10,12,9,0,36,11,19,2,1,13,19,16,6,13,16,8,0,2,9,3,25,20,12,0,16,21,10,2,0,17,17,14,0,24,18,31,9,24,13,8,13,32,0,29,19,35,0,16,0,23,18,17,0,14,13,17,10,0,6,8,4,10,17,12,9,2,0,1,15,4,10,21,2,15,0,4,26,1,16,21,16,0,24,8,15,15,8,3,17,13,0,11,1,0,0,0,8,12,6,13,0,6,10,6,33,10,0,12,8,9,4,11,9,18,0,7,14,13,0,0,12,0,7,12,3,2,14,16,0,0,10,23,0,32,0,1,12,1,25,11,26,7,1,26,16,15,16,18,28,26,0,13,0,13,19,17,26,16,0
"cell90",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,10,14,6,26,16,15,7,12,17,3,20,0,6,0,0,0,0,3,1,18,1,2,14,0,9,1,2,4,30,0,17,0,1,22,16,19,4,10,7,18,6,0,34,14,8,11,10,10,23,9,6,2,8,0,7,15,0,11,15,13,16,13,15,29,5,0,18,16,10,12,13,14,0,24,26,12,10,16,26,12,18,0,7,1,15,0,19,0,17,8,8,0,4,12,10,13,5,24,0,9,0,13,9,3,0,12,17,21,20,17,22,4,1,5,9,14,9,10,12,22,7,4,16,8,1,7,15,0,7,14,14,15,0,16,13,5,6,0,0,0,0,7,8,22,5,18,0,3,3,17,3,2,5,0,1,0,14,10,0,19,2,0,1,12,0,14,0,2,1,6,0,0,20,0,0,0,0,9,0,10,20,11,13,7,14,0,4,12,0,0,10,14,0,5,5,7,6,3,3,13,1,5,0,17,7,6,12,0,1,2,0,2,2,9,15,0,4,0,0,30,0,6,7,8,11,10,0,0,10,16,2,0,0,10,5,4,0,12,13,3,7,1,5,3,1,2,1,3,9,0,1,12,0,4,1,15,12,5,12,2,2,3,6,0,10,9,8,0,20,9,0,0,15,15,11,0,0,14,15,9,2,0,15,1,12,16,16,3,2,0,14,13,7,0,0,4,0,22,10,2,14,1,18,9,12,13,1,2,0,4,25,1,2,3,15,1,2,0,1,1,4,0,4,0,11,4,0,16,10,0,0,0,4,0,10,1,0,9,0,17,16,14,0,9,0,0,6,9,0,12,13,5,4,2,2,26,16,19,12,10,0,13,0,12,20,26,30,11,1
"cell91",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,36,25,31,10,38,15,20,13,14,36,8,26,7,3,0,0,7,2,5,0,28,0,3,16,0,13,28,3,4,29,0,39,0,1,21,27,24,11,5,18,28,16,0,27,18,12,21,9,22,41,21,12,2,14,0,11,15,0,11,21,17,14,25,20,29,16,0,19,31,9,19,27,24,0,9,23,20,9,16,38,27,37,0,27,0,12,0,28,0,9,11,18,0,1,19,6,16,15,24,1,0,0,20,17,12,0,16,28,38,16,25,13,20,1,15,17,25,21,20,19,25,19,9,35,21,0,11,26,1,16,31,17,42,0,14,22,0,0,0,7,1,3,13,11,17,17,22,0,7,1,2,2,20,6,8,8,4,4,6,10,6,4,15,15,37,2,18,0,0,8,21,1,0,35,0,0,0,0,8,1,7,7,16,22,13,16,5,11,6,0,10,15,6,14,13,7,28,9,16,11,26,21,10,6,10,1,5,25,12,11,15,2,2,9,19,22,9,10,0,1,37,0,14,13,18,25,9,0,0,32,16,14,12,7,4,13,10,7,13,2,6,11,4,2,29,4,11,19,14,14,22,17,28,1,12,9,41,5,23,5,12,23,18,5,0,21,29,16,0,24,24,0,0,23,10,27,2,0,14,22,12,15,5,24,5,14,14,31,6,25,17,28,13,25,6,10,19,0,22,23,6,26,1,24,10,10,25,8,9,0,1,11,1,0,4,35,4,5,0,10,5,20,3,20,10,5,17,0,18,4,0,8,0,6,6,7,2,0,4,0,1,28,14,2,11,0,1,9,8,9,11,24,21,10,7,14,27,17,17,25,16,0,29,0,29,19,34,29,16,5
"cell92",0,0,0,4,1,0,2,0,5,1,1,12,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,3,11,0,11,10,0,15,29,4,13,0,0,12,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,10,0,18,1,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,9,8,0,0,0,0,2,0,0,16,0,17,0,18,0,9,0,0,0,14,13,0,0,0,0,0,5,4,6,0,0,0,14,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,4,2,1,16,0,0,0,0,6,2,7,14,17,12,1,0,0,0,0,8,0,0,6,0,6,14,10,0,0,0,0,0,15,13,0,1,0,0,2,14,0,9,6,4,0,1,0,5,0,15,12,6,13,6,10,4,5,0,0,0,0,0,0,11,8,0,9,25,0,0,0,0,0,0,0,1,0,0,0,20,14,1,0,0,0,0,0,0,0,14,2,0,0,10,4,0,13,0,0,1,0,0,8,7,0,0,0,0,0,6,0,0,0,5,12,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,20,0,0,0,5,0,0,0,0,18,0,0,16,10,0,0,0,13,14,0,8,0,1,0,12,0,16,17,4,6,0,0,1,13,0,0,0,1,0,3,7,6,2,10,2,1,0,0,0,0,0,1,9,0,0,0,6,0,7,0,0,0,1,0,0,0,11,0,15,0,5,11,10,15,0,21,0,19,0,0,8,19,0,24,10,0,17,7,5,16,0,0,1,0,0,15,0,0,2,0,10,10,0,15,0,7,14,11,10,6,2
"cell93",0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,5,10,4,2,10,8,7,13,4,16,16,24,0,9,0,2,0,1,1,0,9,1,5,4,1,13,5,1,0,15,0,19,0,0,15,18,13,2,10,4,12,11,0,23,10,17,24,12,8,25,9,10,0,5,0,8,16,0,7,20,10,19,23,10,21,7,0,17,21,13,5,8,17,0,12,21,12,5,13,12,11,32,0,11,3,8,0,13,0,19,10,20,0,0,10,11,12,5,29,0,5,0,8,10,3,0,12,16,18,16,14,18,19,0,10,10,6,11,5,17,18,4,6,7,14,0,9,13,0,11,20,6,19,0,19,13,0,0,3,1,0,0,1,8,13,10,19,0,1,7,5,7,2,2,1,1,0,9,15,0,4,0,1,7,11,0,13,0,2,0,3,0,0,9,0,0,0,0,5,0,13,13,4,4,8,2,0,0,8,0,0,5,26,4,3,0,5,10,1,2,6,0,0,0,16,11,9,14,0,1,1,0,0,0,10,7,1,3,0,0,23,0,11,17,9,16,11,0,0,15,8,0,1,0,8,1,1,1,8,6,0,5,3,6,0,1,2,1,1,4,1,0,7,4,2,0,23,15,2,4,1,3,3,6,0,13,4,0,0,14,15,0,0,21,8,4,0,0,5,7,8,2,0,14,0,12,21,13,14,2,1,9,19,3,0,1,7,0,8,12,4,14,0,17,9,12,8,1,1,0,0,19,0,0,1,7,0,9,0,0,1,0,0,3,0,28,0,0,19,11,0,0,1,5,0,11,2,0,4,0,19,20,3,0,5,0,0,5,8,1,10,13,5,4,3,0,22,8,13,21,16,0,14,0,15,6,18,18,12,1
